text,type,labelname
1920-കളിൽ ജനപ്രിയമായ പാട്ടുകളും പാട്ടുകളുടെ തരങ്ങളും എന്തായിരുന്നു?,cremat,ENTY
സോവിയറ്റ് യൂണിയനിൽ എത്ര വിയറ്റ്നാമീസ് ഉണ്ടായിരുന്നു?,count,NUM
നവംബറിന്റെ ജന്മശില എന്താണ്?,other,ENTY
എന്താണ് ഒരു സർട്ടിഫൈഡ് നഴ്‌സ് മിഡ്‌വൈഫ്?,def,DESC
ചന്ദ്രനിലേക്ക് എത്ര മൈലുകൾ ഉണ്ട്?,"count On average ,",NUM
സ്വകാര്യ ഡിറ്റക്ടീവായ ഫിലിപ്പ് മാർലോയെ സൃഷ്ടിച്ചത് ആരാണ്?,ind,HUM
"1958-ലെ ഫിക്ഷൻ ബെസ്റ്റ് സെല്ലറായി 5, 0 കോപ്പികൾ വിറ്റ ബോറിസ് പാസ്റ്റെർനാക് പുസ്തകം ഏതാണ്?",cremat,ENTY
``ടൗട്ട് ഡി സ്യൂട്ട്' എന്ന പദപ്രയോഗത്തിന്റെ ഉത്ഭവം എന്താണ്?,desc,DESC
ഏറ്റവും ദൈർഘ്യമേറിയ ഇംഗ്ലീഷ് പദം ഏതാണ്?,word,ENTY
ഒരു കാർ ബ്രായുടെ ഉദ്ദേശ്യം എന്താണ്?,reason,DESC
എന്താണ് ഡി.ബി. കൂപ്പർ അറിയപ്പെടുന്നത്?,reason,DESC
ആരാണ് കോളിൻ പവൽ?,desc,HUM
കോൾട്ട് ഏത് ഇനമാണ്?,animal,ENTY
PLO യുടെ മുഴുവൻ പേര് എന്താണ്?,exp,ABBR
ആഫ്രിക്കയിലെ ഏറ്റവും ചെറിയ രാജ്യം ഏതാണ്?,country,LOC
അദ്ദേഹത്തിന്റെ NN ന്യൂറോമാൻസർ എന്ന നോവലിൽ NN സൈബർസ്പേസ് എന്ന പദം ഉപയോഗിച്ചത് ആരാണ്?,ind,HUM
വെങ്കലയുഗത്തിന് ശേഷം ഏത് കാലഘട്ടം?,event,ENTY
അവളുടെ തൊഴിൽ എന്താണ്?,title,HUM
42.3 ക്വിന്റില്യൺ സാധ്യതയുള്ള കോമ്പിനേഷനുകളുള്ള മൾട്ടികളർ ഗെയിം ക്യൂബ് കണ്ടുപിടിച്ച മനുഷ്യന്റെ മുഴുവൻ പേര് എന്താണ്?,ind,HUM
ലേസർ എന്ന പദം എന്താണ് സൂചിപ്പിക്കുന്നത്,exp,ABBR
"""ആന്റണി"" എന്ന പേരിന്റെ അർത്ഥമെന്താണ്?",def,DESC
ലോറൻ ബാക്കലിന്റെ ആദ്യ ഭർത്താവ് ആരായിരുന്നു?,ind,HUM
എന്താണ് റോംബോയ്ഡിയസ് മൈനർ?,def,DESC
ബ്‌ജോർൺ ബോർഗ് നെറ്റിയിൽ അടിക്കുമ്പോൾ എത്ര കൈകൾ ഉപയോഗിക്കുന്നു?,count,NUM
ഡി-ഡേയിൽ എത്ര പേർ മരിച്ചു?,count,NUM
യു.എസ്. കോൺഗ്രസുകാരൻ പറഞ്ഞത്: ``വിശ്വാസം നിലനിർത്തൂ കുഞ്ഞേ.,ind,HUM
ആരാണ് സ്ക്രൂജ് എന്ന കഥാപാത്രത്തെ സൃഷ്ടിച്ചത്?,ind,HUM
ആംഹെർസ്റ്റിലെ മസാച്യുസെറ്റ്‌സ് സർവകലാശാലയിലെ വിദ്യാർത്ഥി ജനസംഖ്യ എത്രയാണ്?,other,NUM
വിൻഡ്‌സർ കാസിൽ എവിടെയാണ്?,other,LOC
എപ്പോഴാണ് ഡൗ ആദ്യമായി എത്തിയത്?,date,NUM
എന്തുകൊണ്ടാണ് വിയറ്റ്നാം യുദ്ധത്തിനായി ആളുകളെ റിക്രൂട്ട് ചെയ്തത്?,reason,DESC
വിൻസ്റ്റൺ ചർച്ചിൽ ഏത് പാർട്ടിയിൽ അംഗമായിരുന്നു?,gr,HUM
1926 നും 1964 നും ഇടയിൽ ഏത് അമേരിക്കൻ ലീഗ് ബേസ്ബോൾ ടീമിന്റെ ഏറ്റവും മോശം ഫിനിഷാണ് നാലാമത്തെത്?,gr,HUM
എല്ലാ 15 പോക്കിമോണുകളുടെയും പേരുകൾ എനിക്ക് എവിടെ കണ്ടെത്താനാകും?,other,LOC
മാർത്ത സ്റ്റുവാർട്ട് ഏത് സംസ്ഥാനത്താണ് താമസിക്കുന്നത്?,state,LOC
ഏത് കൊലയാളി തിമിംഗലമാണ് സീ വേൾഡിൽ ഫംഗസ് ബാധിച്ച് ചത്തത്?,animal,ENTY
ബെനെലക്സ് രാജ്യങ്ങൾ ഏതൊക്കെയാണ്?,country,LOC
പെട്രിഫൈഡ് ഫോറസ്റ്റ് എവിടെയാണ്?,other,LOC
സിയോക്സ് സംസാരിക്കുന്ന ഭാഷ ഏതാണ്?,lang,ENTY
ടൊർണാഡോ അല്ലി എവിടെയാണ്?,other,LOC
ജോൺ ബ്രൗൺസ് ബോഡിയുടെ രചയിതാവ് ആരാണ്?,ind,HUM
"അമേരിക്കൻ കവി എന്താണ് എഴുതിയത്: ""നല്ല വേലികൾ നല്ല അയൽക്കാരെ ഉണ്ടാക്കുന്നു""?",ind,HUM
യുഎസിൽ ഏറ്റവും കൂടുതൽ കറുത്തവർഗ്ഗക്കാരുള്ള സംസ്ഥാനം ഏതാണ്?,state,LOC
കാലിഫോർണിയയേക്കാൾ വടക്കുകിഴക്കൻ മേഖലയിൽ ഇലക്ട്രിക് കാറുകളുടെ കാര്യക്ഷമത കുറവായിരിക്കുന്നത് എന്തുകൊണ്ട്?,reason,DESC
മാൻഡി റൈസ്-ഡേവീസിന്റെ തൊഴിൽ എന്തായിരുന്നു?,title,HUM
മൗറിസിയോ പെല്ലെഗ്രിൻ താമസിക്കുന്ന നഗരത്തെ എന്താണ് വിളിക്കുന്നത്?,city,LOC
ആരാണ് സിസ്റ്റൈൻ ചാപ്പൽ വരച്ചത്?,ind,HUM
ഡോ. ഹെൻറി പിമ്മിന്റെ വിവിധ വേഷവിധാനങ്ങളുടെ പേര് നൽകുക,ind,HUM
ഏത് ഇനം നായയായിരുന്നു `` ലിറ്റിൽ റാസ്കൽസ്' നായ?,animal,ENTY
ക്യൂബയിലെ ജീവിത സാഹചര്യങ്ങൾ എന്തൊക്കെയാണ്?,desc,DESC
സ്കൂൾ ബസുകൾ ഏത് നിറമാണ്?,color,ENTY
ഇന്റർനെറ്റിലെ ഏറ്റവും പഴയ വെബ്സൈറ്റ് ഏതാണ്?,other,LOC
1978 ജനുവരി 26ന് എന്ത് സംഭവങ്ങളാണ് നടന്നത്?,event,ENTY
ഏത് പര്യവേക്ഷകരാണ് കൊളംബസിനെ അമേരിക്കയിലേക്ക് പിന്തുടർന്നത്?,ind,HUM
നടി ഗോൾഡി ഹോണിന്റെ ഇപ്പോഴത്തെ നടൻ കാമുകൻ ആരാണ്?,ind,HUM
ഗെയിമുകളിൽ വാതുവെപ്പ് നടത്തിയതിന് പീറ്റർ റോസിനെ ബേസ്ബോളിൽ നിന്ന് വിലക്കിയത് ആരാണ്?,ind,HUM
എന്താണ് ഏഴ് ഗുണങ്ങൾ?,def,DESC
"""കൊച്ചു റാസ്കലുകൾ"" അറിയപ്പെട്ടിരുന്ന മറ്റ് ഏത് പേരുകളാണ്?",termeq,ENTY
സാൻ ഫ്രാൻസിസ്കോ അഗ്നിബാധ എപ്പോഴാണ്?,date,NUM
ഭക്ഷണത്തോടുള്ള ഭയം എന്താണ്?,dismed,ENTY
"NJ, അറ്റ്ലാന്റിക് സിറ്റിയിൽ എത്ര കാസിനോകളുണ്ട്?",count,NUM
വിയറ്റ്നാം യുദ്ധം അവസാനിച്ച വർഷം?,date,NUM
റിച്ചാർഡ് നിക്സന്റെ രണ്ട് പെൺമക്കളുടെ പേരുകൾ എന്തൊക്കെയാണ്?,ind,HUM
ഭിത്തിയുടെ മുകളിൽ സിമന്റിൽ പതിഞ്ഞിരിക്കുന്ന തകർന്ന ഗ്ലാസ് അല്ലെങ്കിൽ മൂർച്ചയുള്ള പാറകൾ എന്താണ്?,word,ENTY
ആനയുടെ ക്രോമസോം നമ്പർ എന്താണ്?,count,NUM
റവ. ജെറി ഫാൽവെൽ സ്ഥാപിച്ച സംഘടന?,gr,HUM
ലോകത്തിലെ ഏറ്റവും നീളം കൂടിയ നദി ഏതാണ്?,other,LOC
മഡോണ ഏത് ശീതളപാനീയത്തിന് വേണ്ടിയാണ് പരസ്യം ചെയ്യുന്നത്?,food,ENTY
"Yahoo ഏത് കമ്പനിയാണ് വാങ്ങുന്നത്, ഇടപാടിന്റെ മൂല്യം എത്രയാണ്?",gr,HUM
എപ്പോഴാണ് ബെർലിനിലെ ബ്രാൻഡൻബർഗ് ഗേറ്റ് സ്ഥാപിച്ചത്?,date,NUM
ഒരു സ്‌ക്രാബിൾ ക്രോസ്‌വേഡ് ഗെയിം ബോർഡിൽ എത്ര ഡബിൾ വേഡ് സ്‌കോർ സ്‌പെയ്‌സുകളുണ്ട്?,count,NUM
ഏത് വർഷമാണ് ജർമ്മനി സോവിയറ്റ് യൂണിയനുമായി അധിനിവേശ കരാർ ഒപ്പിട്ടത്?,date,NUM
ലോകത്തിലെ ഏറ്റവും ഉയരം കൂടിയ റെയിൽപാത ഏത് പർവതനിരയിലൂടെ കടന്നുപോകുന്നു?,mount,LOC
"ഒന്നാം ലോകമഹായുദ്ധത്തിലെ അമേരിക്കൻ പട്ടാളക്കാരെ ""ഡോഫ്‌ബോയ്‌സ്"" എന്ന് വിളിച്ചത് എന്തുകൊണ്ടാണ്",reason,DESC
ദി ലിറ്റിൽ കോർപ്പറൽ എന്ന് വിളിപ്പേരുള്ളതാര്?,ind,HUM
ഗാർത്ത് ബ്രൂക്ക്സ് എത്ര സിഡികൾ വിറ്റു?,count,NUM
ഡിസി കോമിക്സിൽ അറ്റാരി ഫോഴ്സ് ഉപയോഗിക്കുന്ന പാത്രത്തിന് പേര് നൽകുക,veh,ENTY
ശ്വാസകോശ രോഗങ്ങളിൽ വിദഗ്ധരായ പ്രമുഖ മെഡിക്കൽ ഗ്രൂപ്പുകൾ എവിടെയാണ്?,other,LOC
എന്റെ ആറാം ക്ലാസുകാരന്റെ ഓൺലൈൻ അക്ഷരവിന്യാസവും വിരാമചിഹ്നങ്ങളും എങ്ങനെ കണ്ടെത്താനാകും?,manner,DESC
ഇന്ത്യയുടെ പുണ്യ നദി ഏതാണ്?,other,LOC
സ്റ്റെഫാൻ എഡ്ബർഗിന്റെ ജന്മദേശം ഏതാണ്?,country,LOC
മനുഷ്യരിൽ സ്വയം പുനരുജ്ജീവിപ്പിക്കാൻ കഴിയുന്ന ഒരേയൊരു ഗ്രന്ഥി ഏതാണ്?,body,ENTY
എത്ര ഗുട്ടൻബർഗ് ബൈബിളുകൾ ഉണ്ട്?,count,NUM
തെക്കേ അമേരിക്കയിലെ ഏറ്റവും വലിയ രാജ്യത്തിന്റെ പേര്,country,LOC
1999 ജനുവരിയിൽ എന്ത് ജ്യോതിശാസ്ത്ര പ്രതിഭാസമാണ് നടക്കുന്നത്?,event,ENTY
"സെന്റ് ലൂയിസിലെ ഫെയർഗ്രൗണ്ട് പാർക്കിൽ നിങ്ങൾക്ക് എന്ത് വിവരങ്ങൾ ലഭിക്കും,",desc,DESC
അമേരിക്കൻ നാടോടി നായകൻ ജോൺ ചാപ്മാന്റെ വിളിപ്പേര് എന്തായിരുന്നു?,ind,HUM
ഒരു ശരാശരിയും ശരാശരിയും തമ്മിലുള്ള വ്യത്യാസം എന്താണ്?,desc,DESC
1998 ഏപ്രിലിൽ ഏറ്റവും മികച്ച ബോക്‌സ് ഓഫീസ് സിനിമ ഏതാണ്?,cremat,ENTY
എന്താണ് ഇടിമുഴക്കം ഉണ്ടാക്കുന്നത്?,reason,DESC
ഫോട്ടോഗ്രാഫർ യൂസഫ് കർഷ് ഏത് രചയിതാവാണ് ``ഞാൻ കണ്ടിട്ടുള്ളതിൽ വെച്ച് ഏറ്റവും വൃത്തികെട്ട മനുഷ്യൻ' എന്ന് വിശേഷിപ്പിച്ചത്?,ind,HUM
"യൂറോപ്പിലെ ഏറ്റവും വലിയ ഘടികാരം, വ്യാസം അനുസരിച്ച്?",other,ENTY
ഏത് ചെടിയിൽ നിന്നാണ് റം നിർമ്മിക്കുന്നത്?,plant,ENTY
ഗോഡിവ ചോക്ലേറ്റുകൾ ഏത് രാജ്യക്കാരാണ്?,country,LOC
"ആരംഭിക്കുന്ന കവിതയുടെ കവിയുടെ പേര്: എനിക്ക് ദൈവങ്ങളെക്കുറിച്ച് കൂടുതൽ അറിയില്ല; പക്ഷേ, നദി ഒരു ശക്തനായ തവിട്ടുനിറത്തിലുള്ള ദൈവമാണെന്നും മെരുക്കപ്പെടാത്തതാണെന്നും ഞാൻ കരുതുന്നു?",ind,HUM
പേറ്റന്റ് മരുന്നായി ഒരിക്കൽ വിറ്റത് ഏത് സുഗന്ധവ്യഞ്ജനമാണ്?,food,ENTY
ഏറ്റവും കുറവ് മഴ രേഖപ്പെടുത്തുന്ന യു.എസ്.,state,LOC
എന്തുകൊണ്ടാണ് 1929-ൽ ലോകം ഒരു ആഗോള മാന്ദ്യത്തിലേക്ക് കടന്നത്?,reason,DESC
"എന്തായിരുന്നു ആർക്കി, മെഹിതബെൽ?",def,DESC
ഏത് ടെക്സാസ് നഗരത്തിന് സ്പാനിഷ് ഭാഷയിൽ നിന്ന് `` മഞ്ഞ' എന്ന പേര് ലഭിച്ചു?,city,LOC
ഗ്ലോസ്റ്റിക്സിൽ ഉപയോഗിക്കുന്ന രാസവസ്തുക്കൾ എന്തൊക്കെയാണ്?,substance,ENTY
നൈൽ നദി ഏത് രാജ്യത്താണ് ഉത്ഭവിച്ചത്?,country,LOC
ടെന്നീസ് ബോളുകൾക്ക് എന്ത് നിറമാണ്?,color,ENTY
ഏത് ബാർറൂം ജഡ്ജിയാണ് പെക്കോസിന്റെ നിയമം വെസ്റ്റ് എന്ന് സ്വയം വിശേഷിപ്പിച്ചത്?,ind,HUM
ചൈനീസ് എംബസിയെ അടിച്ചതിന് നാറ്റോ ആളുകൾ എന്ത് ഒഴികഴിവാണ് നൽകിയത്?,desc,DESC
1994-ൽ കോസ്റ്റാറിക്കയുടെ പ്രസിഡന്റ് ആരായിരുന്നു?,ind,HUM
ഗ്രേറ്റ് ഗാറ്റ്‌സ്‌ബിയിൽ മേയർ വുൾഫ്‌ഷൈം ഏത് കായിക പരിപാടിയാണ് നിശ്ചയിച്ചിരിക്കുന്നത്?,sport,ENTY
ഡിപ്ലോമസി എന്ന ബോർഡ് ഗെയിമിൽ ഏറ്റവും മികച്ച പ്രതിരോധ സ്ഥാനം ഏതാണ്?,country,LOC
ഖൈബർ പാസ് പങ്കിടുന്ന രണ്ട് രാജ്യങ്ങൾ ഏതാണ്?,country,LOC
വാട്ടർഗേറ്റിന്റെ അടിത്തട്ടിൽ എത്താൻ ശ്രമിച്ച സെനറ്റ് സെലക്ട് കമ്മിറ്റിയുടെ ചെയർമാൻ ആരായിരുന്നു?,ind,HUM
ബ്രൗൺ എന്ന കുടുംബപ്പേരിന്റെ ഉത്ഭവം എന്താണ്?,desc,DESC
"ഏത് കാർഡ് ഗെയിമിനാണ് കാൻഫീൽഡ്, ക്ലോണ്ടൈക്ക്, സ്പൈഡർ എന്നിങ്ങനെയുള്ള വ്യത്യാസങ്ങൾ ഉള്ളത്?",sport,ENTY
എന്താണ് ഓസ്ട്രേലിയ ദിനം?,def,DESC
വടക്കേ അമേരിക്കയിലെ ഏത് സസ്തനിയാണ് വലിപ്പം കൊണ്ട് ലോകത്ത് ഏറ്റവും കൂടുതൽ കാലം ജീവിച്ചത്?,animal,ENTY
എന്തായിരുന്നു ചിവിംഗ്ടൺ കൂട്ടക്കൊല?,def,DESC
"1980-ലെ ബ്ലൂ ലഗൂൺ, 1982-ലെ ദി പൈറേറ്റ് മൂവി, 1983-ലെ എ നൈറ്റ് ഇൻ ഹെവൻ എന്നിവയിൽ അഭിനയിച്ച നടൻ?",ind,HUM
ലൂ ഗെഹ്‌റിഗ് തന്റെ കരിയറിൽ എത്ര ഹോം റണ്ണുകൾ നടത്തി?,count,NUM
സിൻ ഫെയ്‌നിന്റെ ആസ്ഥാനം ഏത് നഗരത്തിലാണ്?,city,LOC
ജോർജ്ജ് ബുഷിനെക്കുറിച്ചുള്ള വിവരങ്ങൾ എനിക്ക് എവിടെ കണ്ടെത്താനാകും?,other,LOC
മിസ് പിഗ്ഗിയുടെ ശബ്ദം ആരാണ്?,ind,HUM
കാർട്ടൂണുകളിലെ ഡയലോഗ് സർക്കിളിനെ എന്താണ് വിളിക്കുന്നത്?,termeq,ENTY
ജിഎം കാറായ കാമറോ എന്ന വാക്കിന്റെ അർത്ഥമെന്താണ്?,def,DESC
ദി മിസ് അമേരിക്ക മത്സരത്തിന്റെ അവതാരകയായി ബെർട്ട് പാർക്ക്സിനെ മാറ്റിയത് ആരാണ്?,ind,HUM
വിൻസ്‌ലോ ഹോമറിന്റെ 1872 ലെ സ്‌നാപ്പ് ദി വിപ്പ് പെയിന്റിംഗിൽ എത്ര ആൺകുട്ടികൾ ഗെയിം കളിക്കുന്നു?,count,NUM
എന്താണ് AIM-54C ഫീനിക്സ്?,def,DESC
എപ്പോഴാണ് ആടുകൾ മുറിക്കുന്നത്?,date,NUM
ക്രിസ് ജോഗിസ് ഏത് കായിക ഇനത്തിലെ മികച്ച കളിക്കാരനാണ്?,sport,ENTY
ലോകത്തിലെ ഏറ്റവും വലിയ രണ്ടാമത്തെ ദ്വീപ് ഏതാണ്?,other,LOC
താഴ്ന്ന ദ്വീപിന്റെ നിർവചനം എന്താണ്?,def,DESC
ഏത് നൂറ്റാണ്ടിലാണ് ക്യാപ്റ്റൻ വീഡിയോ ജീവിക്കുന്നത്?,date,NUM
ഏത് തരത്തിലുള്ള ജലമലിനീകരണമാണ് ഉള്ളത്?,other,ENTY
ഓരോ പ്രൊജക്റ്റ് മെർക്കുറി ഫ്ലൈറ്റിലും എത്ര ബഹിരാകാശയാത്രികർ ഉണ്ടായിരുന്നു?,count,NUM
ഏത് ശീതളപാനീയമാണ് എനിക്ക് ഏറ്റവും വലിയ കഫീൻ നൽകുന്നത്?,food,ENTY
മർട്ടിൽ ബീച്ചിലെ ഒരു ഗോൾഫ് കോഴ്സിന്റെ പേരെന്താണ്?,other,ENTY
1990-കളിലെ പ്രധാനപ്പെട്ട ചില ചരിത്രസംഭവങ്ങൾ ഏതൊക്കെയാണ്?,event,ENTY
ക്ലാസിക്കൽ ഗ്രീക്ക് നാടകങ്ങളുടെ നിലവിലുള്ള ഒരേയൊരു ട്രൈലോജിയുടെ പേര് നൽകുക,cremat,ENTY
ലോഗൻ എയർപോർട്ട് എവിടെയാണ്?,other,LOC
നിയോക്ലാസിക്കൽ കലയും റൊമാന്റിസിസം കലയും തമ്മിലുള്ള വ്യത്യാസം എന്താണ്?,desc,DESC
യുഎസ് നീന്തൽ ഹാൾ ഓഫ് ഫെയിമിൽ ആദ്യമായി ഇടം നേടിയ വ്യക്തി ആരാണ്?,ind,HUM
ഓഹിയോ ഫാറ്റ്‌സ് ആൻഡ് ബ്ലോബോ എന്ന് വിളിക്കപ്പെട്ട ഗോൾഫ് താരം?,ind,HUM
ആഗസ്റ്റ് 1 ന് ലെനോയെയും റോസ്മേരി ലാബിയങ്കയെയും കൊലപ്പെടുത്തിയത് ആരാണ്?,ind,HUM
നാല് വർഷത്തെ മെഡിക്കൽ സ്കൂളിന്റെ ശരാശരി ചെലവ് എന്താണ്?,money,NUM
ബൈബിളിന്റെ ആദ്യ വാക്യത്തിൽ ദൈവം എന്താണ് സൃഷ്ടിക്കുന്നത്?,other,ENTY
ഇനിപ്പറയുന്നവരിൽ ആരാണ് റീത്ത ഹേവർത്തിനെ വിവാഹം കഴിക്കാത്തത്?,ind,HUM
കെയ്‌റോയിൽ നിന്ന് ബാർബഡോസിലേക്കുള്ള നിലവിലെ ടിക്കറ്റ് നിരക്ക് എത്രയാണ്?,money,NUM
ഐറിഷ് കുടുംബപ്പേരുകളിൽ ഒരു ഉപസർഗ്ഗമായി ഉപയോഗിക്കുമ്പോൾ NN O `` എന്താണ് അർത്ഥമാക്കുന്നത്?,exp,ABBR
ഓക്സിഡേഷൻ നമ്പറുകൾ എങ്ങനെ കണ്ടെത്താം?,manner,DESC
മിസിസിപ്പിയുടെ സംസ്ഥാന വിളിപ്പേര് എന്താണ്?,state,LOC
സൗത്ത് ഡക്കോട്ടയിലെ ബ്ലാക്ക് ഹിൽസ് എന്താണ് ഏറ്റവും പ്രശസ്തമായത്?,reason,DESC
1966-ലെ ബൂബ് ട്യൂബ് ബോംബ് ബഹിരാകാശയാത്രികരെ ചരിത്രാതീത കാലത്തേക്ക് തിരികെ കൊണ്ടുപോയി?,cremat,ENTY
മസാച്യുസെറ്റ്‌സ് സർവകലാശാലയിൽ എത്ര വിദ്യാർത്ഥികൾ പഠിക്കുന്നു?,count,NUM
"""ഞാൻ മടങ്ങിവരാം"" എന്ന് ആരാണ് പറഞ്ഞത് ? രണ്ടാം ലോകമഹായുദ്ധസമയത്ത്?",ind,HUM
അയർലണ്ടിൽ എന്ത് അവധി ദിനങ്ങളാണ് ആഘോഷിക്കുന്നത്?,event,ENTY
ബുച്ച് കാസിഡിയുടെയും സൺഡാൻസ് കിഡിന്റെയും കൂട്ടുകാരിയായ എറ്റ പ്ലേസിനെ ആരാണ് അവതരിപ്പിച്ചത്?,ind,HUM
ഗ്രീക്ക് അക്കങ്ങൾ എന്തൊക്കെയാണ്?,def,DESC
ലാവോസിന്റെ തലസ്ഥാനത്തിന് സമീപം സ്ഥിതി ചെയ്യുന്ന ക്ഷേത്രത്തിന്റെ പേരെന്താണ്?,other,LOC
ഉറക്കത്തെക്കുറിച്ചുള്ള ഭയം എന്താണ്?,dismed,ENTY
വിൽബർ റീഡ് മൂന്ന് തവണ വിജയിച്ച ഓട്ടോ റേസ് ഏതാണ്?,sport,ENTY
യുഎസിൽ ഏറ്റവും സാധാരണമായ ബ്രീഡിംഗ് പക്ഷികൾ ഏതാണ്?,animal,ENTY
1866-ൽ ടെന്നസിയിലെ പുലാസ്‌കിയിൽ കോൺഫെഡറേറ്റ് വെറ്ററൻസ് സോഷ്യൽ ക്ലബ്ബായി എന്താണ് സംഘടിപ്പിച്ചത്?,event,ENTY
നിങ്ങൾ എങ്ങനെയാണ് ഇന്റർനെറ്റിൽ ക്രിമിനൽ റെക്കോർഡുകൾ തിരയുന്നത്?,manner,DESC
നടി മരിയോൺ ഡേവിസ് എവിടെയാണ് അടക്കം ചെയ്തത്?,other,LOC
പതിനാലാം ഭേദഗതി ഉപയോഗിക്കുന്ന ഒരു യഥാർത്ഥ കേസിന്റെ ഉദാഹരണം എന്താണ്?,desc,DESC
ആരായിരുന്നു ചാർളി പെർഫ്യൂം സ്ത്രീ?,ind,HUM
"""സാറ്റർഡേ നൈറ്റ് ലൈവ്"" എന്ന ടെലിവിഷൻ ഷോയിൽ ആരാണ് റോസന്ന റോസന്ന-ദാനയെ അവതരിപ്പിച്ചത്?""",ind,HUM
